,2000,2150,2300,2450,2600,2750,2900,3050,3200,3350,3500,3650,3800,3950,4100,4250,4400,4550,4700,4850,5000,5150,5300,5450,5600,5750,5900,6050,6200,6350,6500,6650,6800,6950,7100,7250,7400,7550,7700,7850
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05,1597.880681239074,1486.4006337107664,1389.461461947021,1304.3923928482238,1229.1389855685186,1162.0950409011448,1101.986676716603,1047.790610648573,998.6754257744212,953.9586156651187,913.0746749937566,875.5510582131913,840.9898322310916,809.0535094881387,779.4539908483288,751.9438499948583,726.3094005632154,702.3651346105819,679.9492260591804,658.9198685521955,639.1522724956296,620.5361868889607,602.9738419770091,586.3782316473666,570.6716718710979,555.7845847788084,541.6544682166352,528.2250185914295,515.4453810448625,503.2695059020706,491.65559422740745,480.5656184177666,469.9649062467865,459.8217787738342,450.1072341518519,440.79467068664104,431.8596435781281,423.2796506593574,415.0339431789802,407.10335827747105
0.1,3186.930689128912,2964.5866875617785,2771.244077503402,2601.5760727582956,2451.4851454837785,2317.767773911936,2197.8832338820084,2089.790615822237,1991.83168070557,1902.6451875396488,1821.103250930807,1746.2633913035133,1677.3319416467957,1613.635791964006,1554.6003361604448,1499.732089001841,1448.6048586949598,1400.848654562159,1356.1407187782604,1314.1982223212008,1274.7722756515648,1237.6429860694802,1202.6153543882688,1169.5158492216192,1138.1895318317543,1108.4976310013608,1080.315487840309,1053.5308063236073,1028.04215778352,1003.7576973634368,980.5940581935115,958.4753952267404,937.3325556261506,917.1023565838594,897.7269546842007,879.1532935528032,861.3326186834897,844.2200501003741,827.7742049685485,811.9568634723342
0.15000000000000002,4758.542724578577,4426.551371701002,4137.86323876398,3884.524673125369,3660.4174804450595,3460.758345148056,3281.7536031576396,3120.3558849695582,2974.089202861611,2840.92102959915,2719.167271187758,2607.42067100196,2504.4961708308297,2409.3887213056087,2321.2403534529644,2239.314223331095,2162.9739657175346,2091.667131682891,2024.9117976930113,1962.2856596200315,1903.4170898314308,1847.9777571178938,1795.6764998409724,1746.2542108545238,1699.479544492349,1655.145295505592,1613.0653303656193,1573.0719750672984,1535.0137821221215,1498.7536140404968,1464.166992178024,1431.1406690461883,1399.5713895819345,1369.3648128283673,1340.4345703038248,1312.7014412630556,1286.0926282644803,1260.541119093663,1235.9851232671626,1212.3675731410387
0.2,6304.543369765709,5864.691506758799,5482.211625883226,5146.5660161352735,4849.648745973623,4585.122450738698,4347.960944666007,4134.126799846366,3940.3396061035683,3763.9064894123635,3602.5962112946913,3454.5443122003885,3318.1807209293206,3192.17385810922,3075.3870096418095,2966.843938713275,2865.7015317116857,2771.22785484207,2682.784412666259,2599.8116988724573,2521.817347906284,2448.3663571905668,2379.0729697229094,2313.5938971617284,2251.6226320591823,2192.8846503532905,2137.1333456832913,2084.14656851759,2033.7236676663579,1985.6829511073101,1939.8594983894493,1896.1032691024689,1854.277461695797,1814.2570848246644,1775.9277097931579,1739.1843778664024,1703.9306404772187,1670.0777138452213,1637.5437324066777,1606.2530878383973
0.25,7817.379167424085,7271.980620859614,6797.721015151378,6381.534014223743,6013.368590326219,5685.366667217516,5391.295977533852,5126.150273720711,4885.8619796400535,4667.092040253185,4467.073809956621,4283.495434204978,4114.410088117939,3958.16666705017,3813.355691426383,3678.7666670230988,3553.3541670109475,3436.210623043554,3326.5443265634403,3223.6615123398287,3126.951666969634,3035.875404824887,2949.9544028015416,2868.762997219848,2791.9211312228877,2719.0884060605513,2649.9590398047744,2584.257576007962,2521.735215298092,2462.166666905224,2405.347436130488,2351.0914789245367,2299.229166889437,2249.605515805492,2202.07863871101,2156.5183910135406,2112.805180384888,2070.828918522937,2030.488095434827,1991.68895985327
0.30000000000000004,9290.269121466845,8642.11081066683,8078.494888232039,7583.893160381098,7146.360862666804,6756.559361066796,6407.082152735755,6091.979751781536,5806.418200916777,5546.429326248862,5308.725212266768,5090.558422721559,4889.615327087812,4703.9337323882755,4531.838595837485,4371.891351278515,4222.8496006667465,4083.6347786667443,3953.306009134827,3831.0388129760177,3716.1076485867375,3607.8715034822694,3505.761932628998,3409.2730720979243,3317.95325766673,3231.3979552928154,3149.2437699887605,3071.163345939453,2996.8610069247884,2926.0690146352267,2858.5443450667217,2794.0659011930356,2732.4320945490717,2673.4587399904585,2616.9772173146043,2562.8328610943017,2510.88354634239,2460.998442772674,2413.0569146667126,2366.947546870533
0.35000000000000003,10717.317617194605,9969.59778343684,9319.406623647483,8748.830707913963,8244.09047476508,7794.412812505167,7391.2535290997275,7027.749257176789,6698.323510746628,6398.398577429613,6124.181495539774,5872.502803942249,5640.693482734002,5426.489932756762,5227.959813265661,5043.4435845621665,4871.508007815729,4710.908842722903,4560.560688167917,4419.512419461692,4286.927046877841,4162.065094056156,4044.27079894136,3932.96059346591,3827.613434712359,3727.762649458993,3632.989022777832,3542.914914775076,3457.199231353098,3375.5331077778283,3297.6361899060325,3223.2534187051438,3152.152240351354,3084.120177609958,3018.962709068903,2956.5014116398906,2896.5723289715147,2839.024534356187,2783.718861608988,2730.5267814508543
0.4,12093.585202697825,11249.846700184022,10516.161045824196,9872.314451181897,9302.757848229096,8795.334692871143,8340.403588067466,7930.219805047753,7558.49075168614,7220.050867282282,6910.620115827328,6626.62202887552,6365.04484352517,6123.334279846999,5899.309854974548,5691.098918916623,5497.084183044465,5315.861627559482,5146.206469233116,4987.045444411473,4837.434081079129,4696.537942795271,4563.61705762182,4438.01291842122,4319.13757239208,4206.464418329678,4099.520407694177,3997.8794058505205,3901.1565169992978,3809.0032134481335,3721.103139291639,3637.168482014383,3556.9368243228896,3480.1684036540496,3406.64371906981,3336.1614352269853,3268.536541269682,3203.598729191477,3141.190961739694,3081.1682045089997
0.45,13415.117969792018,12479.179506783272,11665.31997373219,10951.116710034301,10319.32151522463,9756.449432576013,9251.80549640829,8796.798668716076,8384.448731120012,8009.025653607174,7665.78169702401,7350.749572488777,7060.588405153693,6792.464794831401,6543.959985264399,6312.996691666832,6097.780895360008,5896.75515155693,5708.560838209369,5532.007410223512,5366.047187916807,5209.75455137554,5062.308667846045,4922.979071483309,4791.113560640007,4666.127989492876,4547.49761687865,4434.749742080006,4327.457409610328,4225.234006233706,4127.728606089852,4034.62194580211,3945.62293229177,3860.4656028178465,3778.906470363949,3700.722198563315,3625.707559403248,3553.673634381992,3484.4462259200045,3417.864450902425
