,2000,2150,2300,2450,2600,2750,2900,3050,3200,3350,3500,3650,3800,3950,4100,4250,4400,4550,4700,4850,5000,5150,5300,5450,5600,5750,5900,6050,6200,6350,6500,6650,6800,6950,7100,7250,7400,7550,7700,7850
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0125,24.988553617491295,26.86269513880314,28.73683666011499,30.610978181426837,32.485119702738686,34.35926122405053,36.233402745362376,38.10754426667423,39.98168578798607,41.85582730929792,43.729968830609764,45.60411035192161,47.47825187323346,49.3523933945453,51.22653491585715,53.100676437169,54.97481795848085,56.8489594797927,58.72310100110454,60.59724252241639,62.471384043728236,64.34552556504008,66.21966708635193,68.09380860766377,69.96795012897563,71.84209165028747,73.71623317159931,75.59037469291117,77.46451621422301,79.33865773553487,81.21279925684671,83.08694077815855,84.9610822994704,86.83522382078225,88.70936534209409,90.58350686340594,92.45764838471779,94.33178990602963,96.2059314273415,98.08007294865332
0.025,49.96843171930439,53.71606409825222,57.463696477200045,61.21132885614787,64.9589612350957,68.70659361404353,72.45422599299137,76.2018583719392,79.94949075088702,83.69712312983486,87.44475550878268,91.1923878877305,94.94002026667833,98.68765264562616,102.435285024574,106.18291740352183,109.93054978246965,113.67818216141748,117.42581454036531,121.17344691931314,124.92107929826096,128.6687116772088,132.41634405615662,136.16397643510444,139.91160881405227,143.65924119300013,147.40687357194795,151.15450595089578,154.9021383298436,158.64977070879144,162.39740308773926,166.1450354666871,169.89266784563492,173.64030022458275,177.38793260353057,181.1355649824784,184.88319736142623,188.63082974037405,192.3784621193219,196.1260944982697
0.037500000000000006,74.93097267565895,80.55079562633337,86.17061857700779,91.7904415276822,97.41026447835662,103.03008742903104,108.64991037970547,114.2697333303799,119.88955628105431,125.50937923172874,131.12920218240316,136.74902513307757,142.368848083752,147.9886710344264,153.60849398510084,159.22831693577527,164.84813988644967,170.4679628371241,176.0877857877985,181.70760873847294,187.32743168914735,192.94725463982178,198.5670775904962,204.18690054117062,209.80672349184505,215.42654644251945,221.04636939319388,226.66619234386832,232.28601529454272,237.90583824521715,243.52566119589156,249.145484146566,254.7653070972404,260.38513004791486,266.00495299858926,271.62477594926366,277.24459889993807,282.8644218506125,288.484244801287,294.10406775196134
0.05,99.86754257744212,107.35760827075029,114.84767396405844,122.3377396573666,129.82780535067477,137.31787104398293,144.80793673729107,152.29800243059927,159.7880681239074,167.27813381721558,174.76819951052371,182.25826520383188,189.74833089714005,197.23839659044816,204.72846228375636,212.21852797706453,219.70859367037266,227.19865936368083,234.688725056989,242.17879075029717,249.6688564436053,257.1589221369135,264.64898783022164,272.1390535235298,279.629119216838,287.1191849101461,294.60925060345426,302.0993162967624,309.5893819900706,317.07944768337876,324.5695133766869,332.0595790699951,339.5496447633032,347.0397104566114,354.52977614991954,362.0198418432277,369.5099075365359,376.999973229844,384.4900389231522,391.9801046164603
0.0625,124.7695489690573,134.1272651417366,143.4849813144159,152.8426974870952,162.20041365977448,171.5581298324538,180.9158460051331,190.2735621778124,199.63127835049167,208.98899452317102,218.34671069585028,227.70442686852957,237.06214304120888,246.41985921388815,255.77757538656746,265.13529155924675,274.49300773192607,283.85072390460533,293.20844007728465,302.56615624996397,311.9238724226432,321.28158859532255,330.63930476800186,339.9970209406811,349.35473711336044,358.71245328603976,368.070169458719,377.42788563139834,386.78560180407766,396.1433179767569,405.50103414943624,414.8587503221155,424.2164664947948,433.57418266747413,442.9318988401534,452.2896150128327,461.64733118551203,471.00504735819123,480.36276353087067,489.7204797035499
0.07500000000000001,149.62845442922944,160.85058851142162,172.07272259361383,183.29485667580605,194.51699075799826,205.73912484019047,216.96125892238265,228.1833930045749,239.40552708676708,250.62766116895932,261.8497952511515,273.0719293333437,284.2940634155359,295.51619749772806,306.7383315799203,317.96046566211254,329.18259974430475,340.40473382649697,351.6268679086891,362.84900199088133,374.07113607307355,385.29327015526576,396.515404237458,407.7375383196502,418.9596724018424,430.1818064840346,441.4039405662268,452.62607464841903,463.8482087306112,475.0703428128034,486.2924768949956,497.51461097718783,508.73674505938004,519.9588791415722,531.1810132237645,542.4031473059566,553.6252813881489,564.847415470341,576.0695495525333,587.2916836347255
0.08750000000000001,174.43578995063723,187.51847419693505,200.60115844323283,213.68384268953062,226.7665269358284,239.8492111821262,252.931895428424,266.01457967472186,279.0972639210196,292.17994816731743,305.26263241361517,318.34531665991295,331.42800090621074,344.51068515250853,357.5933693988064,370.67605364510416,383.75873789140195,396.84142213769974,409.9241063839975,423.0067906302953,436.0894748765931,449.1721591228909,462.2548433691887,475.33752761548647,488.4202118617843,501.5028961080821,514.5855803543799,527.6682646006776,540.7509488469755,553.8336330932732,566.916317339571,579.9990015858689,593.0816858321666,606.1643700784645,619.2470543247622,632.32973857106,645.4124228173578,658.4951070636555,671.5777913099535,684.6604755562512
0.1,199.183168070557,214.12190567584878,229.06064328114056,243.99938088643233,258.9381184917241,273.8768560970159,288.81559370230764,303.75433130759944,318.6930689128912,333.631806518183,348.57054412347475,363.5092817287665,378.4480193340583,393.38675693935005,408.32549454464186,423.2642321499336,438.2029697552254,453.14170736051716,468.08044496580897,483.0191825711007,497.9579201763925,512.8966577816843,527.8353953869761,542.7741329922678,557.7128705975596,572.6516082028513,587.5903458081432,602.5290834134349,617.4678210187267,632.4065586240184,647.3452962293103,662.284033834602,677.2227714398938,692.1615090451855,707.1002466504773,722.0389842557692,736.9777218610609,751.9164594663525,766.8551970716445,781.7939346769363
0.1125,223.86229570630968,240.65196788428293,257.44164006225617,274.2313122402294,291.0209844182026,307.8106565961758,324.60032877414903,341.3900009521223,358.1796731300955,374.9693453080688,391.75901748604196,408.54868966401517,425.33836184198844,442.1280340199616,458.9177061979349,475.7073783759081,492.4970505538813,509.2867227318546,526.0763949098277,542.866067087801,559.6557392657743,576.4454114437475,593.2350836217207,610.0247557996939,626.8144279776672,643.6041001556404,660.3937723336136,677.1834445115868,693.97311668956,710.7627888675332,727.5524610455066,744.3421332234798,761.131805401453,777.9214775794262,794.7111497573994,811.5008219353726,828.2904941133459,845.080166291319,861.8698384692924,878.6595106472655
0.125,248.46498665120973,267.09986065005046,285.73473464889116,304.3696086477319,323.0044826465726,341.6393566454134,360.2742306442541,378.9091046430949,397.54397864193555,416.17885264077637,434.813726639617,453.4486006384577,472.0834746372985,490.7183486361391,509.35322263497994,527.9880966338206,546.6229706326613,565.2578446315022,583.8927186303429,602.5275926291836,621.1624666280243,639.7973406268651,658.4322146257058,677.0670886245465,695.7019626233872,714.3368366222279,732.9717106210687,751.6065846199094,770.2414586187501,788.8763326175908,807.5112066164317,826.1460806152724,844.780954614113,863.4158286129538,882.0507026117945,900.6855766106353,919.320450609476,937.9553246083166,956.5901986071575,975.2250726059982
0.1375,272.9831736888732,293.4569117155387,313.9306497422042,334.4043877688697,354.87812579553514,375.35186382220064,395.82560184886614,416.2993398755317,436.77307790219714,457.2468159288627,477.7205539555281,498.1942919821936,518.6680300088591,539.1417680355245,559.6155060621901,580.0892440888556,600.5629821155211,621.0367201421866,641.510458168852,661.9841961955175,682.457934222183,702.9316722488485,723.405410275514,743.8791483021795,764.352886328845,784.8266243555105,805.300362382176,825.7741004088415,846.2478384355069,866.7215764621724,887.1953144888379,907.6690525155034,928.1427905421689,948.6165285688344,969.0902665954999,989.5640046221654,1010.0377426488309,1030.5114806754962,1050.985218702162,1071.4589567288274
0.15000000000000002,297.40892028616105,319.71458930762316,342.0202583290852,364.3259273505473,386.63159637200937,408.9372653934715,431.24293441493353,453.5486034363957,475.8542724578577,498.15994147931985,520.4656105007818,542.771279522244,565.0769485437061,587.3826175651681,609.6882865866302,631.9939556080923,654.2996246295544,676.6052936510164,698.9109626724785,721.2166316939406,743.5223007154027,765.8279697368647,788.1336387583268,810.4393077797889,832.7449768012509,855.050645822713,877.3563148441751,899.6619838656372,921.9676528870992,944.2733219085613,966.5789909300235,988.8846599514856,1011.1903289729476,1033.4959979944097,1055.8016670158718,1078.1073360373339,1100.413005058796,1122.7186740802579,1145.0243431017202,1167.330012123182
0.1625,321.7344318276627,345.8645142147374,369.99459660181213,394.1246789888868,418.2547613759615,442.3848437630362,466.5149261501109,490.6450085371857,514.7750909242603,538.9051733113351,563.0352556984097,587.1653380854844,611.2954204725592,635.4255028596338,659.5555852467086,683.6856676337833,707.815750020858,731.9458324079327,756.0759147950074,780.205997182082,804.3360795691567,828.4661619562314,852.5962443433061,876.7263267303808,900.8564091174555,924.9864915045302,949.116573891605,973.2466562786797,997.3767386657544,1021.5068210528291,1045.6369034399038,1069.7669858269785,1093.8970682140532,1118.027150601128,1142.1572329882026,1166.2873153752773,1190.417397762352,1214.5474801494265,1238.6775625365015,1262.8076449235762
0.17500000000000002,345.9520663574611,371.8984713342707,397.84487631108027,423.7912812878899,449.73768626469945,475.68409124150907,501.6304962183186,527.5769011951282,553.5233061719377,579.4697111487475,605.416116125557,631.3625211023665,657.3089260791761,683.2553310559856,709.2017360327953,735.1481410096048,761.0945459864145,787.0409509632241,812.9873559400336,838.9337609168432,864.8801658936528,890.8265708704624,916.7729758472719,942.7193808240816,968.6657858008912,994.6121907777007,1020.5585957545103,1046.5050007313198,1072.4514057081294,1098.397810684939,1124.3442156617486,1150.2906206385583,1176.2370256153679,1202.1834305921775,1228.129835568987,1254.0762405457965,1280.0226455226061,1305.9690504994155,1331.9154554762254,1357.861860453035
0.1875,370.05434479691723,397.80842065668605,425.5624965164548,453.31657237622363,481.0706482359924,508.8247240957612,536.57879995553,564.3328758152988,592.0869516750676,619.8410275348365,647.5951033946052,675.349179254374,703.1032551141427,730.8573309739114,758.6114068336803,786.3654826934492,814.1195585532179,841.8736344129867,869.6277102727555,897.3817861325243,925.135861992293,952.8899378520618,980.6440137118307,1008.3980895715995,1036.1521654313683,1063.9062412911371,1091.660317150906,1119.4143930106745,1147.1684688704433,1174.9225447302122,1202.676620589981,1230.4306964497498,1258.1847723095186,1285.9388481692874,1313.6929240290563,1341.446999888825,1369.2010757485937,1396.9551516083625,1424.7092274681315,1452.4633033279001
0.2,394.0339606103568,423.5865076561336,453.13905470191037,482.6916017476871,512.2441487934639,541.7966958392407,571.3492428850174,600.9017899307943,630.454336976571,660.0068840223478,689.5594310681245,719.1119781139013,748.664525159678,778.2170722054547,807.7696192512315,837.3221662970083,866.8747133427851,896.4272603885618,925.9798074343386,955.5323544801154,985.0849015258921,1014.6374485716689,1044.1899956174457,1073.7425426632224,1103.295089708999,1132.847636754776,1162.4001838005527,1191.9527308463294,1221.5052778921063,1251.057824937883,1280.6103719836597,1310.1629190294366,1339.7154660752133,1369.26801312099,1398.8205601667669,1428.3731072125436,1457.9256542583203,1487.478201304097,1517.030748349874,1546.5832953956506
