,2000,2150,2300,2450,2600,2750,2900,3050,3200,3350,3500,3650,3800,3950,4100,4250,4400,4550,4700,4850,5000,5150,5300,5450,5600,5750,5900,6050,6200,6350,6500,6650,6800,6950,7100,7250,7400,7550,7700,7850
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.025,799.4949075088703,743.7161930315073,695.2129630511915,652.6489040888736,614.9960826991309,581.4508418246329,551.3757982819794,524.2589557435215,499.68431719304385,477.3103925426091,456.8542328622116,438.0794013747234,420.7867934257212,404.80754810575706,389.9975158579855,376.23289765123303,363.4067761403955,351.426332970932,340.21059893994476,329.6886216531424,319.7979630035481,310.4834592267457,301.69619151278124,293.3926266087597,285.53389553888223,278.0851852204766,271.01522288436274,264.29583719301496,257.9015830673775,251.80941968783313,245.99843307965236,240.4495962432692,235.14556103202065,230.07047698096983,225.20983310109023,220.5503193127918,216.07970473212708,211.7867304659259,207.66101493736886,203.6929700659542
0.05,1597.880681239074,1486.4006337107667,1389.461461947021,1304.3923928482236,1229.1389855685184,1162.0950409011448,1101.986676716603,1047.7906106485732,998.6754257744212,953.9586156651188,913.0746749937566,875.5510582131913,840.9898322310917,809.0535094881387,779.4539908483289,751.9438499948583,726.3094005632154,702.365134610582,679.9492260591804,658.9198685521955,639.1522724956296,620.5361868889607,602.9738419770091,586.3782316473666,570.6716718710979,555.7845847788084,541.6544682166352,528.2250185914295,515.4453810448625,503.2695059020706,491.6555942274074,480.5656184177666,469.9649062467865,459.8217787738342,450.1072341518519,440.79467068664115,431.8596435781281,423.2796506593574,415.0339431789802,407.1033582774711
0.07500000000000001,2394.055270867671,2227.028158946671,2081.787192058844,1954.3308333613638,1841.5809775905159,1741.1311060855787,1651.0726005983938,1569.8723087656858,1496.2845442922942,1429.2867288762213,1368.0315833529548,1311.8111073247512,1260.0290899303532,1212.1798839836308,1167.8318394476444,1126.614245114198,1088.2069413034867,1052.3319871945807,1018.7469237734769,987.2392869557406,957.6221083470683,929.730202278707,903.4170833462908,878.5523929789617,855.0197395955968,832.7148768235377,811.5441596161595,791.4232300388995,772.2758938282809,754.033156178794,736.6323910362064,720.0166228173446,704.1339031963738,688.9367685950131,674.3817664415975,660.4290402393575,647.0419650993705,634.1868267199129,621.8325378877066,609.9503874822092
0.1,3186.930689128912,2964.586687561779,2771.244077503402,2601.576072758295,2451.485145483778,2317.767773911936,2197.8832338820084,2089.7906158222377,1991.83168070557,1902.645187539649,1821.103250930807,1746.2633913035133,1677.331941646796,1613.6357919640059,1554.600336160445,1499.732089001841,1448.6048586949598,1400.8486545621593,1356.1407187782604,1314.1982223212008,1274.7722756515648,1237.6429860694802,1202.6153543882688,1169.5158492216192,1138.1895318317543,1108.4976310013608,1080.315487840309,1053.5308063236073,1028.04215778352,1003.7576973634368,980.5940581935114,958.4753952267404,937.3325556261506,917.1023565838594,897.7269546842007,879.1532935528033,861.3326186834897,844.2200501003741,827.7742049685485,811.9568634723344
0.125,3975.4397864193556,3698.0835222505634,3456.9041621037877,3245.256968505596,3058.0306049379656,2891.228935577713,2741.6826113236934,2606.8457615864627,2484.649866512097,2373.3968874145407,2271.6798779539176,2178.323170640743,2092.336729694398,2012.8809045161292,1939.238920204564,1870.7951936091083,1807.0180847360705,1747.446059964552,1691.6765048593002,1639.3566129564354,1590.1759145677422,1543.8601112308177,1500.1659571393795,1458.8769858419653,1419.7999237211984,1382.761664841515,1347.6067072607984,1314.1949707171425,1282.399931103018,1252.107019344679,1223.2122419751863,1195.6209883967986,1169.2469960056928,1144.0114493293108,1119.842193357565,1096.6730445294775,1074.4431855187447,1053.0966321640678,1032.5817627063261,1012.850900998562
0.15000000000000002,4758.542724578577,4426.551371701002,4137.86323876398,3884.5246731253687,3660.417480445059,3460.758345148056,3281.7536031576396,3120.3558849695587,2974.089202861611,2840.9210295991506,2719.167271187758,2607.42067100196,2504.49617083083,2409.3887213056087,2321.240353452965,2239.314223331095,2162.9739657175346,2091.667131682891,2024.9117976930113,1962.2856596200318,1903.4170898314308,1847.9777571178938,1795.6764998409724,1746.2542108545238,1699.479544492349,1655.145295505592,1613.0653303656193,1573.0719750672984,1535.0137821221215,1498.7536140404968,1464.1669921780235,1431.1406690461883,1399.5713895819345,1369.3648128283673,1340.4345703038248,1312.7014412630558,1286.0926282644803,1260.541119093663,1235.9851232671626,1212.3675731410387
0.17500000000000002,5535.2330617193775,5149.0540109017475,4813.246140625546,4518.557601403573,4257.871585937983,4025.6240448868202,3817.4021115306055,3629.6610240782807,3459.5206635746113,3304.6167532653003,3162.9903209825015,3033.004417380481,2913.280558799673,2802.6496515034823,2700.1136886435993,2604.8155584561778,2516.0150280542625,2433.0694776788478,2355.4183241359056,2282.5703347296403,2214.093224687751,2149.6050725123796,2088.767193101652,2031.2781877869277,1976.8689506140636,1925.2984562502184,1876.3501904133484,1829.8291113121911,1785.5590521675413,1743.380491880119,1703.148634375193,1664.731747885527,1628.0097240351113,1592.8728235163676,1559.220580766022,1526.9608446122422,1496.0089355998318,1466.2869037667228,1437.7228731738642,1410.250461584555
0.2,6304.543369765709,5864.6915067588,5482.211625883226,5146.566016135273,4849.648745973622,4585.122450738698,4347.960944666007,4134.126799846367,3940.3396061035683,3763.906489412364,3602.5962112946913,3454.5443122003885,3318.180720929321,3192.17385810922,3075.38700964181,2966.843938713275,2865.7015317116857,2771.2278548420704,2682.784412666259,2599.811698872458,2521.817347906284,2448.3663571905668,2379.0729697229094,2313.5938971617284,2251.6226320591823,2192.8846503532905,2137.1333456832913,2084.14656851759,2033.7236676663579,1985.6829511073101,1939.859498389449,1896.1032691024689,1854.277461695797,1814.2570848246644,1775.9277097931579,1739.1843778664027,1703.9306404772187,1670.0777138452213,1637.5437324066777,1606.2530878383973
0.225,7065.550317843265,6572.604946830944,6143.956798124578,5767.796177831236,5435.03870603328,5138.582049340556,4872.793322650527,4633.14774940542,4415.96894865204,4218.238995727323,4037.4573244818657,3871.5344207360354,3718.7106936017185,3577.4938318193745,3446.6099111430563,3324.964855455654,3211.613780837847,3105.736403447589,3006.6171565290488,2913.628997048769,2826.220127137306,2743.9030360556367,2666.2454029597225,2592.862501960831,2523.4108278011663,2457.5827192498314,2395.1018026587335,2335.7191133366164,2279.20977994944,2225.370178848272,2174.015482413312,2124.9775392009815,2078.1030346597836,2033.2518900268385,1990.2958641812015,1949.1173290602112,1909.608194011693,1871.668958369077,1835.2078747644841,1800.1402083677108
